ticker;filing_day;filedAt;entry_datetime;entry_price;entry_price_news;kind;horizon_days;ret_open_%;ret_news_%;exit_open_price;exit_news_price
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;low;2;-1.94;-1.94;23.7796;23.7796
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;mean;2;1.42;1.42;24.593333333333334;24.593333333333334
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;high;3;4.54;4.54;25.351;25.351
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;low;3;-3.3;-3.3;23.4497;23.4497
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;mean;3;1.23;1.23;24.549375;24.549375
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;high;5;4.54;4.54;25.351;25.351
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;low;5;-5.53;-5.53;22.909;22.909
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;mean;5;-0.22;-0.22;24.1963375;24.1963375
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;high;7;4.54;4.54;25.351;25.351
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;low;7;-5.53;-5.53;22.909;22.909
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;mean;7;-0.26;-0.26;24.187412499999997;24.187412499999997
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;high;10;4.54;4.54;25.351;25.351
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;low;10;-5.53;-5.53;22.909;22.909
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;mean;10;0.19;0.19;24.29652727272727;24.29652727272727
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;high;14;4.54;4.54;25.351;25.351
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;low;14;-5.53;-5.53;22.909;22.909
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;mean;14;-0.44;-0.44;24.14228666666667;24.14228666666667
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;high;30;4.54;4.54;25.351;25.351
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;low;30;-5.53;-5.53;22.909;22.909
